date,areaType,areaCode,areaName,age,cases
13/03/2020,nation,E92000001,England,35_49,62
12/03/2020,nation,E92000001,England,35_49,78
11/03/2020,nation,E92000001,England,35_49,75
10/03/2020,nation,E92000001,England,35_49,47
09/03/2020,nation,E92000001,England,35_49,29
08/03/2020,nation,E92000001,England,35_49,12
07/03/2020,nation,E92000001,England,35_49,13
06/03/2020,nation,E92000001,England,35_49,12
05/03/2020,nation,E92000001,England,35_49,12
04/03/2020,nation,E92000001,England,35_49,12
03/03/2020,nation,E92000001,England,35_49,14
02/03/2020,nation,E92000001,England,35_49,14
01/03/2020,nation,E92000001,England,35_49,7
29/02/2020,nation,E92000001,England,35_49,0
28/02/2020,nation,E92000001,England,35_49,8
27/02/2020,nation,E92000001,England,35_49,2
26/02/2020,nation,E92000001,England,35_49,2
25/02/2020,nation,E92000001,England,35_49,2
24/02/2020,nation,E92000001,England,35_49,0
23/02/2020,nation,E92000001,England,35_49,0
22/02/2020,nation,E92000001,England,35_49,0
21/02/2020,nation,E92000001,England,35_49,0
20/02/2020,nation,E92000001,England,35_49,0
19/02/2020,nation,E92000001,England,35_49,0
18/02/2020,nation,E92000001,England,35_49,0
17/02/2020,nation,E92000001,England,35_49,0
16/02/2020,nation,E92000001,England,35_49,0
15/02/2020,nation,E92000001,England,35_49,0
14/02/2020,nation,E92000001,England,35_49,0
13/02/2020,nation,E92000001,England,35_49,0
12/02/2020,nation,E92000001,England,35_49,0
11/02/2020,nation,E92000001,England,35_49,0
10/02/2020,nation,E92000001,England,35_49,0
09/02/2020,nation,E92000001,England,35_49,0
08/02/2020,nation,E92000001,England,35_49,0
07/02/2020,nation,E92000001,England,35_49,0
06/02/2020,nation,E92000001,England,35_49,0
05/02/2020,nation,E92000001,England,35_49,0
04/02/2020,nation,E92000001,England,35_49,0
03/02/2020,nation,E92000001,England,35_49,0
02/02/2020,nation,E92000001,England,35_49,0
01/02/2020,nation,E92000001,England,35_49,0
31/01/2020,nation,E92000001,England,35_49,0
30/01/2020,nation,E92000001,England,35_49,0
