Days_since_March1,cases,SGTF_proportion,mean_CT,OR_only,vaccinated
352,309,0.9443413729128017,25.55714285714286,2.5714285714285676,0.17505823357538575
353,322,0.9554730983302414,25.28571428571429,3.857142857142853,0.179653550492246
354,266,0.9666048237476811,25.014285714285716,5.142857142857139,0.18459634138420325
355,280,0.9777365491651208,24.742857142857144,6.428571428571424,0.18912406457946407
356,220,0.9888682745825604,24.47142857142857,7.71428571428571,0.19270125106473313
357,181,1.0000000000000002,24.2,8.999999999999996,0.19433406190211902
358,252,0.9802955665024633,25.057142857142857,7.714285714285711,0.2006820628970141
359,246,0.9605911330049264,25.914285714285715,6.428571428571425,0.20601510191601796
360,260,0.9408866995073895,26.771428571428572,5.14285714285714,0.2113518374666718
361,232,0.9211822660098525,27.62857142857143,3.857142857142854,0.2184058760067108
362,171,0.9014778325123156,28.485714285714288,2.5714285714285685,0.2255850685468987
363,138,0.8817733990147787,29.342857142857145,1.2857142857142827,0.23112458526235077
364,123,0.8620689655172418,30.200000000000003,-3.1086244689504383e-15,0.23393289316442648
365,178,0.8817733990147787,30.08571428571429,-3.1086244689504383e-15,0.23625853964820637
366,209,0.9014778325123156,29.971428571428575,-3.1086244689504383e-15,0.2425896422127016
367,162,0.9211822660098525,29.85714285714286,-3.1086244689504383e-15,0.24661886171116676
368,164,0.9408866995073895,29.742857142857147,-3.1086244689504383e-15,0.25279840647801327
369,141,0.9605911330049264,29.628571428571433,-3.1086244689504383e-15,0.25876038395346174
370,143,0.9802955665024633,29.51428571428572,-3.1086244689504383e-15,0.26362290730101967
371,151,1.0000000000000002,29.400000000000006,-3.1086244689504383e-15,0.26663029983624364
372,220,1.0000000000000002,29.100000000000005,-3.1086244689504383e-15,0.2697401391057668
373,177,1.0000000000000002,28.800000000000004,-3.1086244689504383e-15,0.27381899774353147
374,198,1.0000000000000002,28.500000000000004,-3.1086244689504383e-15,0.2762344171388106
375,192,1.0000000000000002,28.200000000000003,-3.1086244689504383e-15,0.279188474003085
376,160,1.0000000000000002,27.900000000000002,-3.1086244689504383e-15,0.2833782285903488
377,133,1.0000000000000002,27.6,-3.1086244689504383e-15,0.28698657155666757
378,112,1.0000000000000002,27.3,-3.1086244689504383e-15,0.2889578790780005
379,176,0.9647749510763212,27.47142857142857,1.2857142857142827,0.291210651080681
380,172,0.9295499021526421,27.642857142857142,2.5714285714285685,0.2936176212607602
381,144,0.894324853228963,27.814285714285713,3.857142857142854,0.2971990323536292
382,169,0.859099804305284,27.985714285714284,5.14285714285714,0.3000448336481546
383,123,0.8238747553816049,28.157142857142855,6.428571428571425,0.3050039948945617
384,122,0.7886497064579259,28.328571428571426,7.714285714285711,0.30890753231692797
385,107,0.7534246575342468,28.499999999999996,8.999999999999996,0.3114343757376561
386,174,0.7597381418320756,28.357142857142854,7.714285714285711,0.3218744372690658
387,148,0.7660516261299043,28.21428571428571,6.428571428571425,0.3218744372690658
388,166,0.772365110427733,28.07142857142857,5.14285714285714,0.3257478743622823
389,167,0.7786785947255618,27.928571428571427,3.857142857142854,0.3302212057346936
390,134,0.7849920790233905,27.785714285714285,2.5714285714285685,0.3346248310817055
391,121,0.7913055633212193,27.642857142857142,1.2857142857142827,0.3386313433143208
392,92,0.797619047619048,27.5,-3.1086244689504383e-15,0.34250161195183737
393,134,0.6836734693877555,28.228571428571428,-3.1086244689504383e-15,0.34455160278971964
394,107,0.569727891156463,28.957142857142856,-3.1086244689504383e-15,0.3499686058847728
395,122,0.4557823129251706,29.685714285714283,-3.1086244689504383e-15,0.3543954665735845
396,94,0.3418367346938781,30.41428571428571,-3.1086244689504383e-15,0.35803971870450296
397,77,0.2278911564625856,31.14285714285714,-3.1086244689504383e-15,0.3627881776468619
398,49,0.11394557823129309,31.871428571428567,-3.1086244689504383e-15,0.3666088071450788
399,36,5.828670879282072e-16,32.599999999999994,-3.1086244689504383e-15,0.3691794808696566
400,55,0.14285714285714343,32.04285714285714,-3.1086244689504383e-15,0.3706707673524437
401,93,0.28571428571428625,31.48571428571428,-3.1086244689504383e-15,0.3736079257863183
402,108,0.4285714285714291,30.928571428571423,-3.1086244689504383e-15,0.3764415813339938
403,121,0.571428571428572,30.371428571428567,-3.1086244689504383e-15,0.38095663070645475
404,129,0.7142857142857149,29.81428571428571,-3.1086244689504383e-15,0.3844392915966746
405,89,0.8571428571428577,29.257142857142853,-3.1086244689504383e-15,0.3883803224114905
406,87,1.0000000000000004,28.699999999999996,-3.1086244689504383e-15,0.39184661294726053
407,113,1.0000000000000004,28.999999999999996,-3.1086244689504383e-15,0.39521573750823136
408,103,1.0000000000000004,29.299999999999997,-3.1086244689504383e-15,0.39811117794205636
409,148,1.0000000000000004,29.599999999999998,-3.1086244689504383e-15,0.4013609573383282
410,116,1.0000000000000004,29.9,-3.1086244689504383e-15,0.40465351088654977
411,100,1.0000000000000004,30.2,-3.1086244689504383e-15,0.4077263848395732
412,82,1.0000000000000004,30.5,-3.1086244689504383e-15,0.41074856350139705
413,74,1.0000000000000004,30.8,-3.1086244689504383e-15,0.41311804028902654
414,128,0.9523809523809529,31.0,-3.1086244689504383e-15,0.414912970443061
415,125,0.9047619047619053,31.2,-3.1086244689504383e-15,0.4178860380415353
416,110,0.8571428571428578,31.4,-3.1086244689504383e-15,0.42155510974210353
417,86,0.8095238095238102,31.599999999999998,-3.1086244689504383e-15,0.4255278251139192
418,75,0.7619047619047626,31.799999999999997,-3.1086244689504383e-15,0.4302667786891782
419,73,0.7142857142857151,31.999999999999996,-3.1086244689504383e-15,0.43347272778160045
420,79,0.6666666666666675,32.199999999999996,-3.1086244689504383e-15,0.43710483416566903
421,103,0.6904761904761914,32.40714285714285,-3.1086244689504383e-15,0.4406471676382384
422,108,0.7142857142857152,32.61428571428571,-3.1086244689504383e-15,0.4442634317438071
423,100,0.738095238095239,32.82142857142856,-3.1086244689504383e-15,0.4486802589895689
424,97,0.7619047619047629,33.02857142857142,-3.1086244689504383e-15,0.4528694855008827
425,85,0.7857142857142867,33.23571428571427,-3.1086244689504383e-15,0.4528694855008827
426,62,0.8095238095238105,33.44285714285713,-3.1086244689504383e-15,0.4555626728458594
427,65,0.8333333333333344,33.649999999999984,-3.1086244689504383e-15,0.45839104763403493
428,87,0.8571428571428582,33.85714285714284,-3.1086244689504383e-15,0.461158165612011
429,99,0.880952380952382,34.064285714285695,-3.1086244689504383e-15,0.46204110860040337
430,96,0.9047619047619059,34.27142857142855,-3.1086244689504383e-15,0.46525392268017557
431,75,0.9285714285714297,34.478571428571406,-3.1086244689504383e-15,0.46857288002589687
432,78,0.9523809523809535,34.68571428571426,-3.1086244689504383e-15,0.47187441086526827
433,90,0.9761904761904774,34.89285714285712,-3.1086244689504383e-15,0.4745522840076951
434,78,1.000000000000001,35.09999999999997,-3.1086244689504383e-15,0.4767760118331259
435,107,1.000000000000001,34.128571428571405,-3.1086244689504383e-15,0.47888039449385766
436,106,1.000000000000001,33.15714285714283,-3.1086244689504383e-15,0.48176157687703275
437,101,1.000000000000001,32.185714285714255,-3.1086244689504383e-15,0.4838580383985146
438,89,1.000000000000001,31.214285714285683,-3.1086244689504383e-15,0.48573851685644837
439,55,1.000000000000001,30.242857142857112,-3.1086244689504383e-15,0.4873824172887841
440,64,1.000000000000001,29.27142857142854,-3.1086244689504383e-15,0.48847606258122467
441,68,1.000000000000001,28.29999999999997,-3.1086244689504383e-15,0.4890844060756194
442,99,1.000000000000001,28.185714285714255,4.714285714285712,0.4899821351906117
443,106,1.000000000000001,28.07142857142854,9.428571428571427,0.49173693157244647
444,101,1.000000000000001,27.957142857142827,14.142857142857142,0.49339614620733213
445,81,1.000000000000001,27.842857142857113,18.857142857142858,0.4957825214253615
446,80,1.000000000000001,27.7285714285714,23.571428571428573,0.49749718403499665
447,63,1.000000000000001,27.614285714285685,28.28571428571429,0.49866528803638654
448,57,1.000000000000001,27.49999999999997,33.0,0.5007210877097188
449,74,1.000000000000001,27.799999999999972,31.857142857142858,0.5028777498895001
450,66,1.000000000000001,28.099999999999973,30.714285714285715,0.5052107894365799
451,81,1.000000000000001,28.399999999999974,29.571428571428573,0.5075174251861599
452,74,1.000000000000001,28.699999999999974,28.42857142857143,0.5092769742515447
453,70,1.000000000000001,28.999999999999975,27.28571428571429,0.5112567309880777
454,59,1.000000000000001,29.299999999999976,26.142857142857146,0.5127379840278148
455,36,1.000000000000001,29.599999999999977,25.000000000000004,0.514559846055299
456,58,1.000000000000001,28.985714285714263,21.42857142857143,0.5167793492731299
457,71,1.000000000000001,28.37142857142855,17.857142857142858,0.5193141138331079
458,84,1.000000000000001,27.757142857142835,14.285714285714286,0.5237499518130696
459,82,1.000000000000001,27.14285714285712,10.714285714285715,0.5302056803017637
460,77,1.000000000000001,26.528571428571407,7.142857142857144,0.5329210468366402
461,75,1.000000000000001,25.914285714285693,3.5714285714285725,0.5352239860545703
462,50,1.000000000000001,25.29999999999998,8.881784197001252e-16,0.5372613030696527
463,88,1.000000000000001,25.328571428571408,8.881784197001252e-16,0.5391396692237864
464,107,1.000000000000001,25.357142857142836,8.881784197001252e-16,0.5411384366945191
465,97,1.000000000000001,25.385714285714265,8.881784197001252e-16,0.5433225588237003
466,130,1.000000000000001,25.414285714285693,8.881784197001252e-16,0.5449147078129365
467,102,1.000000000000001,25.44285714285712,8.881784197001252e-16,0.5470998860940176
468,62,1.000000000000001,25.47142857142855,8.881784197001252e-16,0.5510034235163839
469,86,1.000000000000001,25.49999999999998,8.881784197001252e-16,0.5512315523267819
470,120,0.9523809523809535,25.685714285714266,3.5714285714285725,0.5512315523267819
471,165,0.904761904761906,25.871428571428552,7.142857142857144,0.552370084074972
472,173,0.8571428571428584,26.05714285714284,10.714285714285715,0.558141954208422
473,185,0.8095238095238109,26.242857142857126,14.285714285714286,0.5591944095767629
474,135,0.7619047619047633,26.428571428571413,17.857142857142858,0.5612412319589453
