Days_since_March1,cases,SGTF_proportion,mean_CT,OR_only,vaccinated
247,1162,0.24416560882726296,27.199999999999992,9.28571428571428,0.0
248,1056,0.25585880285128404,27.09999999999999,9.428571428571422,0.0
249,1133,0.2675519968753051,26.99999999999999,9.571428571428564,0.0
250,1125,0.2792451908993262,26.899999999999988,9.714285714285706,0.0
251,1016,0.2909383849233473,26.799999999999986,9.857142857142849,0.0
252,1094,0.30263157894736836,26.699999999999985,9.999999999999991,0.0
253,1827,0.2959433467389403,26.8142857142857,8.714285714285705,0.0
254,1473,0.2892551145305122,26.928571428571413,7.428571428571419,0.0
255,1629,0.28256688232208416,27.042857142857127,6.1428571428571335,0.0
256,1389,0.2758786501136561,27.15714285714284,4.857142857142848,0.0
257,1377,0.269190417905228,27.271428571428554,3.5714285714285623,0.0
258,1012,0.26250218569679995,27.38571428571427,2.2857142857142767,0.0
259,928,0.2558139534883719,27.499999999999982,0.9999999999999909,0.0
260,1615,0.27970866342959344,27.442857142857125,1.714285714285705,0.0
261,1335,0.303603373370815,27.38571428571427,2.4285714285714195,0.0
262,1270,0.32749808331203656,27.32857142857141,3.142857142857134,0.0
263,1198,0.3513927932532581,27.271428571428554,3.8571428571428483,0.0
264,1079,0.3752875031944797,27.214285714285698,4.571428571428562,0.0
265,805,0.39918221313570124,27.15714285714284,5.285714285714277,0.0
266,813,0.4230769230769228,27.099999999999984,5.999999999999991,0.0
267,1257,0.42789309455976093,27.171428571428557,5.285714285714277,0.0
268,1051,0.43270926604259907,27.24285714285713,4.571428571428562,0.0
269,1218,0.4375254375254372,27.314285714285703,3.857142857142848,0.0
270,1041,0.44234160900827535,27.385714285714275,3.1428571428571335,0.0
271,1144,0.4471577804911135,27.45714285714285,2.428571428571419,0.0
272,815,0.4519739519739516,27.52857142857142,1.7142857142857046,0.0
273,776,0.45679012345678977,27.599999999999994,0.9999999999999903,0.0
274,1536,0.4756613756613753,27.228571428571424,1.1428571428571332,0.0
275,1302,0.4945326278659608,26.857142857142854,1.285714285714276,0.0
276,1459,0.5134038800705464,26.485714285714284,1.4285714285714188,0.0
277,1353,0.5322751322751319,26.114285714285714,1.5714285714285616,0.0
278,1399,0.5511463844797174,25.742857142857144,1.7142857142857044,0.0
279,1211,0.5700176366843029,25.371428571428574,1.8571428571428472,0.0
280,1318,0.5888888888888885,25.000000000000004,1.99999999999999,0.0
281,2223,0.6115122972265825,24.72857142857143,2.285714285714276,0.0
282,2115,0.6341357055642766,24.45714285714286,2.5714285714285614,0.0
283,2283,0.6567591139019706,24.185714285714287,2.857142857142847,4.0891125054361145e-05
